
1445969723.6681	goblin 1644 has been spawned at point: 56 260
1445969723.6686	goblin 1645 has been spawned at point: 50 261
1445969723.669	goblin 1646 has been spawned at point: 54 262
1445969723.6694	goblin 1647 has been spawned at point: 55 261
1445969723.6698	goblin 1648 has been spawned at point: 56 260
1445969723.6702	goblin 1649 has been spawned at point: 50 259
1445969723.6707	goblin 16410 has been spawned at point: 49 262
1445969723.6711	goblin 16411 has been spawned at point: 53 258
1445969723.6715	goblin 16412 has been spawned at point: 53 263
1445969723.6721	goblin 16413 has been spawned at point: 55 262
1445969723.6725	goblin 16414 has been spawned at point: 56 261
1445969723.673	rat 1720 has been spawned at point: 6 247
1445969723.6733	rat 1721 has been spawned at point: 9 251
1445969723.6737	rat 1722 has been spawned at point: 9 245
1445969723.6741	rat 1723 has been spawned at point: 6 245
1445969723.6745	rat 1724 has been spawned at point: 6 243
1445969723.6748	rat 1725 has been spawned at point: 14 244
1445969723.6752	rat 1726 has been spawned at point: 7 245
1445969723.6756	rat 1820 has been spawned at point: 71 224
1445969723.676	rat 1821 has been spawned at point: 72 224
1445969723.6765	rat 1822 has been spawned at point: 75 226
1445969723.6769	rat 1823 has been spawned at point: 69 223
1445969723.6773	rat 1824 has been spawned at point: 70 221
1445969723.6777	rat 1825 has been spawned at point: 76 223
1445969723.6781	rat 1826 has been spawned at point: 74 224
1445969723.6786	crab 1970 has been spawned at point: 9 295
1445969723.679	crab 1971 has been spawned at point: 16 291
1445969723.6795	crab 1972 has been spawned at point: 6 295
1445969723.68	crab 1973 has been spawned at point: 14 297
1445969723.6804	crab 1974 has been spawned at point: 9 295
1445969723.6809	crab 1975 has been spawned at point: 24 290
1445969723.6813	crab 1976 has been spawned at point: 14 296
1445969723.6818	crab 11070 has been spawned at point: 35 273
1445969723.6822	crab 11071 has been spawned at point: 35 274
1445969723.6827	crab 11072 has been spawned at point: 40 266
1445969723.6831	crab 11073 has been spawned at point: 44 268
1445969723.6836	crab 11074 has been spawned at point: 50 276
1445969723.684	crab 11075 has been spawned at point: 35 274
1445969723.6844	crab 11076 has been spawned at point: 55 272
1445969723.6849	crab 11170 has been spawned at point: 37 279
1445969723.6853	crab 11171 has been spawned at point: 33 278
1445969723.6858	crab 11172 has been spawned at point: 48 280
1445969723.6862	crab 11173 has been spawned at point: 39 285
1445969723.6866	crab 11174 has been spawned at point: 34 286
1445969723.687	crab 11175 has been spawned at point: 37 286
1445969723.6875	crab 11176 has been spawned at point: 47 284
1445969723.688	crab 11770 has been spawned at point: 41 290
1445969723.6885	crab 11771 has been spawned at point: 38 292
1445969723.6889	crab 11772 has been spawned at point: 37 292
1445969723.6893	crab 11773 has been spawned at point: 48 292
1445969723.6898	crab 11774 has been spawned at point: 36 294
1445969723.6902	crab 11775 has been spawned at point: 35 298
1445969723.6906	crab 11776 has been spawned at point: 44 296
1445969723.6911	skeleton 11830 has been spawned at point: 70 292
1445969723.6915	skeleton 11831 has been spawned at point: 63 295
1445969723.6919	skeleton 11832 has been spawned at point: 72 292
1445969723.6923	skeleton 11833 has been spawned at point: 66 293
1445969723.6927	skeleton 11834 has been spawned at point: 64 292
1445969723.6932	skeleton 11835 has been spawned at point: 64 294
1445969723.6936	skeleton 11836 has been spawned at point: 72 293
1445969723.694	skeleton 11837 has been spawned at point: 75 296
1445969723.6944	skeleton 11838 has been spawned at point: 71 293
1445969723.6948	skeleton 11839 has been spawned at point: 73 295
1445969723.6952	skeleton 118310 has been spawned at point: 66 292
1445969723.6957	skeleton 118311 has been spawned at point: 64 298
1445969723.6961	skeleton 118312 has been spawned at point: 68 297
1445969723.6965	skeleton 118313 has been spawned at point: 74 296
1445969723.6969	skeleton 118314 has been spawned at point: 66 297
1445969723.6974	bat 11980 has been spawned at point: 39 231
1445969723.6978	bat 11981 has been spawned at point: 45 237
1445969723.6982	bat 11982 has been spawned at point: 46 234
1445969723.6987	bat 11983 has been spawned at point: 44 234
1445969723.6991	bat 11984 has been spawned at point: 33 234
1445969723.6996	bat 11985 has been spawned at point: 43 238
1445969723.7	bat 12080 has been spawned at point: 53 246
1445969723.7005	bat 12081 has been spawned at point: 47 249
1445969723.701	bat 12082 has been spawned at point: 52 252
1445969723.7015	bat 12083 has been spawned at point: 53 251
1445969723.702	bat 12084 has been spawned at point: 54 252
1445969723.7025	bat 12085 has been spawned at point: 54 251
1445969723.703	skeleton 12230 has been spawned at point: 69 244
1445969723.7034	skeleton 12231 has been spawned at point: 78 243
1445969723.7038	skeleton 12232 has been spawned at point: 61 269
1445969723.7043	skeleton 12233 has been spawned at point: 67 268
1445969723.7047	skeleton 12234 has been spawned at point: 64 251
1445969723.7051	skeleton 12235 has been spawned at point: 78 232
